"Time","image-stats-746c9bfb67-bzkw5"
2025-07-08 14:23:58,35.3 MiB
2025-07-08 14:24:00,35.3 MiB
2025-07-08 14:24:02,35.3 MiB
2025-07-08 14:24:04,35.3 MiB
2025-07-08 14:24:06,35.5 MiB
2025-07-08 14:24:08,35.5 MiB
2025-07-08 14:24:10,35.5 MiB
2025-07-08 14:24:12,35.5 MiB
2025-07-08 14:24:14,35.5 MiB
2025-07-08 14:24:16,35.5 MiB
2025-07-08 14:24:18,35.5 MiB
2025-07-08 14:24:20,35.5 MiB
2025-07-08 14:24:22,35.5 MiB
2025-07-08 14:24:24,35.3 MiB
2025-07-08 14:24:26,35.3 MiB
2025-07-08 14:24:28,35.3 MiB
2025-07-08 14:24:30,35.3 MiB
2025-07-08 14:24:32,35.3 MiB
2025-07-08 14:24:34,35.3 MiB
2025-07-08 14:24:36,35.3 MiB
2025-07-08 14:24:38,35.3 MiB
2025-07-08 14:24:40,35.3 MiB
2025-07-08 14:24:42,35.3 MiB
2025-07-08 14:24:44,35.3 MiB
2025-07-08 14:24:46,35.3 MiB
2025-07-08 14:24:48,35.3 MiB
2025-07-08 14:24:50,35.3 MiB
2025-07-08 14:24:52,35.3 MiB
2025-07-08 14:24:54,35.3 MiB
2025-07-08 14:24:56,35.3 MiB
2025-07-08 14:24:58,35.3 MiB
2025-07-08 14:25:00,35.3 MiB
2025-07-08 14:25:02,35.3 MiB
2025-07-08 14:25:04,35.3 MiB
2025-07-08 14:25:06,35.3 MiB
2025-07-08 14:25:08,35.3 MiB
2025-07-08 14:25:10,35.3 MiB
2025-07-08 14:25:12,35.3 MiB
2025-07-08 14:25:14,35.3 MiB
2025-07-08 14:25:16,35.3 MiB
2025-07-08 14:25:18,35.3 MiB
2025-07-08 14:25:20,35.3 MiB
2025-07-08 14:25:22,35.3 MiB
2025-07-08 14:25:24,35.3 MiB
2025-07-08 14:25:26,35.3 MiB
2025-07-08 14:25:28,35.3 MiB
2025-07-08 14:25:30,35.3 MiB
2025-07-08 14:25:32,35.3 MiB
2025-07-08 14:25:34,35.3 MiB
2025-07-08 14:25:36,35.3 MiB
2025-07-08 14:25:38,35.3 MiB
2025-07-08 14:25:40,35.3 MiB
2025-07-08 14:25:42,35.3 MiB
2025-07-08 14:25:44,35.3 MiB
2025-07-08 14:25:46,35.3 MiB
2025-07-08 14:25:48,35.3 MiB
2025-07-08 14:25:50,35.3 MiB
2025-07-08 14:25:52,35.3 MiB
2025-07-08 14:25:54,35.3 MiB
2025-07-08 14:25:56,35.3 MiB
2025-07-08 14:25:58,35.3 MiB
2025-07-08 14:26:00,35.3 MiB
2025-07-08 14:26:02,35.3 MiB
2025-07-08 14:26:04,35.3 MiB
2025-07-08 14:26:06,35.3 MiB
2025-07-08 14:26:08,35.3 MiB
2025-07-08 14:26:10,35.4 MiB
2025-07-08 14:26:12,35.4 MiB
2025-07-08 14:26:14,35.4 MiB
2025-07-08 14:26:16,35.4 MiB
2025-07-08 14:26:18,35.4 MiB
2025-07-08 14:26:20,35.4 MiB
2025-07-08 14:26:22,35.4 MiB
2025-07-08 14:26:24,35.4 MiB
2025-07-08 14:26:26,35.4 MiB
2025-07-08 14:26:28,35.4 MiB
2025-07-08 14:26:30,35.4 MiB
2025-07-08 14:26:32,35.4 MiB
2025-07-08 14:26:34,35.4 MiB
2025-07-08 14:26:36,35.4 MiB
2025-07-08 14:26:38,35.4 MiB
2025-07-08 14:26:40,35.4 MiB
2025-07-08 14:26:42,35.4 MiB
2025-07-08 14:26:44,35.4 MiB
2025-07-08 14:26:46,35.4 MiB
2025-07-08 14:26:48,35.4 MiB
2025-07-08 14:26:50,35.4 MiB
2025-07-08 14:26:52,35.4 MiB
2025-07-08 14:26:54,35.4 MiB
2025-07-08 14:26:56,35.4 MiB
2025-07-08 14:26:58,35.4 MiB
2025-07-08 14:27:00,35.4 MiB
2025-07-08 14:27:02,35.4 MiB
2025-07-08 14:27:04,35.4 MiB
2025-07-08 14:27:06,35.4 MiB
2025-07-08 14:27:08,35.4 MiB
2025-07-08 14:27:10,35.4 MiB
2025-07-08 14:27:12,35.4 MiB
2025-07-08 14:27:14,35.4 MiB
2025-07-08 14:27:16,35.4 MiB
2025-07-08 14:27:18,35.4 MiB
2025-07-08 14:27:20,35.4 MiB
2025-07-08 14:27:22,35.4 MiB
2025-07-08 14:27:24,35.4 MiB
2025-07-08 14:27:26,35.4 MiB
2025-07-08 14:27:28,35.4 MiB
2025-07-08 14:27:30,35.4 MiB
2025-07-08 14:27:32,35.4 MiB
2025-07-08 14:27:34,35.4 MiB
2025-07-08 14:27:36,35.4 MiB
2025-07-08 14:27:38,35.4 MiB
2025-07-08 14:27:40,35.4 MiB
2025-07-08 14:27:42,35.4 MiB
2025-07-08 14:27:44,35.4 MiB
2025-07-08 14:27:46,35.4 MiB
2025-07-08 14:27:48,35.4 MiB
2025-07-08 14:27:50,35.4 MiB
2025-07-08 14:27:52,35.4 MiB
2025-07-08 14:27:54,35.4 MiB
2025-07-08 14:27:56,35.4 MiB
2025-07-08 14:27:58,35.4 MiB
2025-07-08 14:28:00,35.4 MiB
2025-07-08 14:28:02,35.4 MiB
2025-07-08 14:28:04,35.4 MiB
2025-07-08 14:28:06,35.4 MiB
2025-07-08 14:28:08,35.4 MiB
2025-07-08 14:28:10,35.4 MiB
2025-07-08 14:28:12,35.4 MiB
2025-07-08 14:28:14,35.4 MiB
2025-07-08 14:28:16,35.4 MiB
2025-07-08 14:28:18,35.4 MiB
2025-07-08 14:28:20,35.3 MiB
2025-07-08 14:28:22,35.3 MiB
2025-07-08 14:28:24,35.3 MiB
2025-07-08 14:28:26,35.3 MiB
2025-07-08 14:28:28,35.3 MiB
2025-07-08 14:28:30,35.3 MiB
2025-07-08 14:28:32,35.3 MiB
2025-07-08 14:28:34,35.3 MiB
2025-07-08 14:28:36,35.3 MiB
2025-07-08 14:28:38,35.3 MiB
2025-07-08 14:28:40,35.3 MiB
2025-07-08 14:28:42,35.3 MiB
2025-07-08 14:28:44,35.3 MiB
2025-07-08 14:28:46,35.3 MiB
2025-07-08 14:28:48,35.3 MiB
2025-07-08 14:28:50,35.3 MiB
2025-07-08 14:28:52,35.3 MiB
2025-07-08 14:28:54,35.3 MiB
2025-07-08 14:28:56,35.3 MiB
2025-07-08 14:28:58,35.3 MiB
2025-07-08 14:29:00,35.3 MiB
2025-07-08 14:29:02,35.3 MiB
2025-07-08 14:29:04,35.3 MiB
2025-07-08 14:29:06,35.3 MiB
2025-07-08 14:29:08,35.3 MiB
2025-07-08 14:29:10,35.3 MiB
2025-07-08 14:29:12,35.3 MiB
2025-07-08 14:29:14,35.3 MiB
2025-07-08 14:29:16,35.3 MiB
2025-07-08 14:29:18,35.3 MiB
2025-07-08 14:29:20,35.3 MiB
2025-07-08 14:29:22,35.3 MiB
2025-07-08 14:29:24,35.3 MiB
2025-07-08 14:29:26,35.3 MiB
2025-07-08 14:29:28,35.3 MiB
2025-07-08 14:29:30,35.3 MiB
2025-07-08 14:29:32,35.3 MiB
2025-07-08 14:29:34,35.3 MiB
2025-07-08 14:29:36,35.3 MiB
2025-07-08 14:29:38,35.3 MiB
2025-07-08 14:29:40,35.3 MiB
2025-07-08 14:29:42,35.3 MiB
2025-07-08 14:29:44,35.3 MiB
2025-07-08 14:29:46,35.3 MiB
2025-07-08 14:29:48,35.3 MiB
2025-07-08 14:29:50,35.3 MiB
2025-07-08 14:29:52,35.3 MiB
2025-07-08 14:29:54,35.3 MiB
2025-07-08 14:29:56,35.3 MiB
2025-07-08 14:29:58,35.3 MiB
2025-07-08 14:30:00,35.3 MiB
2025-07-08 14:30:02,35.3 MiB
2025-07-08 14:30:04,35.3 MiB
2025-07-08 14:30:06,35.3 MiB
2025-07-08 14:30:08,35.3 MiB
2025-07-08 14:30:10,35.3 MiB
2025-07-08 14:30:12,35.3 MiB
2025-07-08 14:30:14,35.3 MiB
2025-07-08 14:30:16,35.3 MiB
2025-07-08 14:30:18,35.3 MiB
2025-07-08 14:30:20,35.3 MiB
2025-07-08 14:30:22,35.3 MiB
2025-07-08 14:30:24,35.3 MiB
2025-07-08 14:30:26,35.3 MiB
2025-07-08 14:30:28,35.3 MiB
2025-07-08 14:30:30,35.3 MiB
